Home_team,Season,attendance,Week
Dallas Cowboys,2006,63706,11
St. Louis Rams,2006,73348,11
Tampa Bay Buccaneers,2006,65699,11
Tennessee Titans,2006,69232,11
Washington Redskins,2006,65699,11
New York Jets,2006,77632,11
Seattle Seahawks,2006,68367,11
New York Giants,2006,67164,11
Cincinnati Bengals,2006,68001,11
New England Patriots,2006,70753,11
Arizona Cardinals,2006,63348,11
Atlanta Falcons,2006,70790,11
Baltimore Ravens,2006,70790,11
Buffalo Bills,2006,70125,11
Carolina Panthers,2006,73348,11
Chicago Bears,2006,77632,11
Cleveland Browns,2006,73296,11
New Orleans Saints,2006,68001,11
Denver Broncos,2006,76723,11
Green Bay Packers,2006,70753,11
Houston Texans,2006,70125,11
Indianapolis Colts,2006,63706,11
Jacksonville Jaguars,2006,67164,11
Kansas City Chiefs,2006,78097,11
Miami Dolphins,2006,73070,11
Minnesota Vikings,2006,73070,11
Detroit Lions,2006,63348,11
Oakland Raiders,2006,66105,12
Philadelphia Eagles,2006,57296,12
Pittsburgh Steelers,2006,70946,12
San Diego Chargers,2006,66105,12
San Francisco 49ers,2006,65517,12
Dallas Cowboys,2006,63183,12
St. Louis Rams,2006,65517,12
Tampa Bay Buccaneers,2006,63183,12
Tennessee Titans,2006,69143,12
Washington Redskins,2006,85450,12
New York Jets,2006,76596,12
Seattle Seahawks,2006,68256,12
New York Giants,2006,69143,12
Cincinnati Bengals,2006,72926,12
New England Patriots,2006,68756,12
Arizona Cardinals,2006,63483,12
Atlanta Falcons,2006,70933,12
Baltimore Ravens,2006,70946,12
Buffalo Bills,2006,63608,12
Carolina Panthers,2006,85450,12
Chicago Bears,2006,68756,12
Cleveland Browns,2006,72926,12
New Orleans Saints,2006,70933,12
Denver Broncos,2006,79484,12
Green Bay Packers,2006,68256,12
Houston Texans,2006,76596,12
Indianapolis Colts,2006,57296,12
Jacksonville Jaguars,2006,63608,12
Kansas City Chiefs,2006,79484,12
Miami Dolphins,2006,61562,12
Minnesota Vikings,2006,63483,12
Detroit Lions,2006,61562,12
Oakland Raiders,2006,46276,13
Philadelphia Eagles,2006,69098,13
Pittsburgh Steelers,2006,59843,13
San Diego Chargers,2006,63361,13
San Francisco 49ers,2006,68241,13
Dallas Cowboys,2006,78666,13
St. Louis Rams,2006,65612,13
Tampa Bay Buccaneers,2006,59843,13
Tennessee Titans,2006,69143,13
Washington Redskins,2006,86436,13
New York Jets,2006,70527,13
Seattle Seahawks,2006,76146,13
New York Giants,2006,78666,13
Cincinnati Bengals,2006,65973,13
New England Patriots,2006,68756,13
Arizona Cardinals,2006,65612,13
Atlanta Falcons,2006,86436,13
Baltimore Ravens,2006,65973,13
Buffalo Bills,2006,63361,13
Carolina Panthers,2006,69098,13
Chicago Bears,2006,62221,13
Cleveland Browns,2006,71927,13
New Orleans Saints,2006,68241,13
Denver Broncos,2006,76146,13
Green Bay Packers,2006,70527,13
Houston Texans,2006,46276,13
Indianapolis Colts,2006,69143,13
Jacksonville Jaguars,2006,73160,13
Kansas City Chiefs,2006,71927,13
Miami Dolphins,2006,73160,13
Minnesota Vikings,2006,62221,13
Detroit Lions,2006,68756,13
Oakland Raiders,2006,65882,14
Philadelphia Eagles,2006,84164,14
Pittsburgh Steelers,2006,55246,14
San Diego Chargers,2006,67514,14
San Francisco 49ers,2006,68539,14
Dallas Cowboys,2006,63722,14
St. Louis Rams,2006,66234,14
Tampa Bay Buccaneers,2006,65691,14
Tennessee Titans,2006,70760,14
Washington Redskins,2006,84164,14
New York Jets,2006,77131,14
Seattle Seahawks,2006,63603,14
New York Giants,2006,73702,14
Cincinnati Bengals,2006,65882,14
New England Patriots,2006,74033,14
Arizona Cardinals,2006,63603,14
Atlanta Falcons,2006,65691,14
Baltimore Ravens,2006,77232,14
Buffalo Bills,2006,77131,14
Carolina Panthers,2006,73702,14
Chicago Bears,2006,66234,14
Cleveland Browns,2006,55246,14
New Orleans Saints,2006,63722,14
Denver Broncos,2006,67514,14
Green Bay Packers,2006,68539,14
Houston Texans,2006,70760,14
Indianapolis Colts,2006,67164,14
Jacksonville Jaguars,2006,67164,14
Kansas City Chiefs,2006,77232,14
Miami Dolphins,2006,74033,14
Minnesota Vikings,2006,60861,14
Detroit Lions,2006,60861,14
Oakland Raiders,2006,50164,15
Philadelphia Eagles,2006,78657,15
Pittsburgh Steelers,2006,73798,15
San Diego Chargers,2006,66583,15
San Francisco 49ers,2006,67650,15
Dallas Cowboys,2006,71102,15
St. Louis Rams,2006,50164,15
Tampa Bay Buccaneers,2006,62260,15
Tennessee Titans,2006,69143,15
Washington Redskins,2006,69052,15
New York Jets,2006,63677,15
Seattle Seahawks,2006,67650,15
New York Giants,2006,78657,15
Cincinnati Bengals,2006,57292,15
New England Patriots,2006,68756,15
Arizona Cardinals,2006,63845,15
Atlanta Falcons,2006,71102,15
Baltimore Ravens,2006,70857,15
Buffalo Bills,2006,71011,15
Carolina Panthers,2006,73798,15
Chicago Bears,2006,62260,15
Cleveland Browns,2006,70857,15
New Orleans Saints,2006,69052,15
Denver Broncos,2006,63845,15
Green Bay Packers,2006,70472,15
Houston Texans,2006,68756,15
Indianapolis Colts,2006,57292,15
Jacksonville Jaguars,2006,69143,15
Kansas City Chiefs,2006,66583,15
Miami Dolphins,2006,71011,15
Minnesota Vikings,2006,63677,15
Detroit Lions,2006,70472,15
Oakland Raiders,2006,61446,16
Philadelphia Eagles,2006,62839,16
Pittsburgh Steelers,2006,63224,16
San Diego Chargers,2006,68174,16
San Francisco 49ers,2006,67751,16
Dallas Cowboys,2006,62839,16
St. Louis Rams,2006,62324,16
Tampa Bay Buccaneers,2006,69603,16
Tennessee Titans,2006,54765,16
Washington Redskins,2006,62324,16
New York Jets,2006,73500,16
Seattle Seahawks,2006,68174,16
New York Giants,2006,78539,16
Cincinnati Bengals,2006,75759,16
New England Patriots,2006,67164,16
Arizona Cardinals,2006,67751,16
Atlanta Falcons,2006,68834,16
Baltimore Ravens,2006,63224,16
Buffalo Bills,2006,54765,16
Carolina Panthers,2006,68834,16
Chicago Bears,2006,60665,16
Cleveland Browns,2006,69603,16
New Orleans Saints,2006,78539,16
Denver Broncos,2006,75759,16
Green Bay Packers,2006,70864,16
Houston Texans,2006,70132,16
Indianapolis Colts,2006,70132,16
Jacksonville Jaguars,2006,67164,16
Kansas City Chiefs,2006,61446,16
Miami Dolphins,2006,73500,16
Minnesota Vikings,2006,70864,16
Detroit Lions,2006,60665,16
Oakland Raiders,2006,78039,17
Philadelphia Eagles,2006,69341,17
Pittsburgh Steelers,2006,66049,17
San Diego Chargers,2006,66492,17
San Francisco 49ers,2006,75555,17
Dallas Cowboys,2006,63008,17
St. Louis Rams,2006,63557,17
Tampa Bay Buccaneers,2006,65660,17
Tennessee Titans,2006,69143,17
Washington Redskins,2006,86141,17
New York Jets,2006,78039,17
Seattle Seahawks,2006,65660,17
New York Giants,2006,86141,17
Cincinnati Bengals,2006,66049,17
New England Patriots,2006,69143,17
Arizona Cardinals,2006,66492,17
Atlanta Falcons,2006,69341,17
Baltimore Ravens,2006,70913,17
Buffalo Bills,2006,70913,17
Carolina Panthers,2006,69569,17
Chicago Bears,2006,62287,17
Cleveland Browns,2006,70097,17
New Orleans Saints,2006,69569,17
Denver Broncos,2006,75555,17
Green Bay Packers,2006,62287,17
Houston Texans,2006,70097,17
Indianapolis Colts,2006,57310,17
Jacksonville Jaguars,2006,77500,17
Kansas City Chiefs,2006,77500,17
Miami Dolphins,2006,57310,17
Minnesota Vikings,2006,63557,17
Detroit Lions,2006,63008,17
Oakland Raiders,2006,70744,2
Philadelphia Eagles,2006,69241,2
Pittsburgh Steelers,2006,67164,2
San Diego Chargers,2006,64344,2
San Francisco 49ers,2006,67791,2
Dallas Cowboys,2006,63152,2
St. Louis Rams,2006,67791,2
Tampa Bay Buccaneers,2006,70828,2
Tennessee Titans,2006,64344,2
Washington Redskins,2006,63152,2
New York Jets,2006,77595,2
Seattle Seahawks,2006,67470,2
New York Giants,2006,69241,2
Cincinnati Bengals,2006,66072,2
New England Patriots,2006,77595,2
Arizona Cardinals,2006,67470,2
Atlanta Falcons,2006,70828,2
Baltimore Ravens,2006,70744,2
Buffalo Bills,2006,72797,2
Carolina Panthers,2006,63623,2
Chicago Bears,2006,62181,2
Cleveland Browns,2006,66072,2
New Orleans Saints,2006,70602,2
Denver Broncos,2006,76786,2
Green Bay Packers,2006,70602,2
Houston Texans,2006,56614,2
Indianapolis Colts,2006,56614,2
Jacksonville Jaguars,2006,67164,2
Kansas City Chiefs,2006,76786,2
Miami Dolphins,2006,72797,2
Minnesota Vikings,2006,63623,2
Detroit Lions,2006,62181,2
Oakland Raiders,2006,Bye,3
Philadelphia Eagles,2006,68166,3
Pittsburgh Steelers,2006,64922,3
San Diego Chargers,2006,Bye,3
San Francisco 49ers,2006,68166,3
Dallas Cowboys,2006,Bye,3
St. Louis Rams,2006,63278,3
Tampa Bay Buccaneers,2006,65423,3
Tennessee Titans,2006,72733,3
Washington Redskins,2006,70069,3
New York Jets,2006,72067,3
Seattle Seahawks,2006,68161,3
New York Giants,2006,68161,3
Cincinnati Bengals,2006,64922,3
New England Patriots,2006,68756,3
Arizona Cardinals,2006,63278,3
Atlanta Falcons,2006,70003,3
Baltimore Ravens,2006,72474,3
Buffalo Bills,2006,72067,3
Carolina Panthers,2006,65423,3
Chicago Bears,2006,63754,3
Cleveland Browns,2006,72474,3
New Orleans Saints,2006,70003,3
Denver Broncos,2006,68756,3
Green Bay Packers,2006,61095,3
Houston Texans,2006,70069,3
Indianapolis Colts,2006,57041,3
Jacksonville Jaguars,2006,57041,3
Kansas City Chiefs,2006,Bye,3
Miami Dolphins,2006,72733,3
Minnesota Vikings,2006,63754,3
Detroit Lions,2006,61095,3
Oakland Raiders,2006,61426,4
Philadelphia Eagles,2006,69222,4
Pittsburgh Steelers,2006,Bye,4
San Diego Chargers,2006,70743,4
San Francisco 49ers,2006,77609,4
Dallas Cowboys,2006,69143,4
St. Louis Rams,2006,65563,4
Tampa Bay Buccaneers,2006,Bye,4
Tennessee Titans,2006,69143,4
Washington Redskins,2006,89450,4
New York Jets,2006,77190,4
Seattle Seahawks,2006,62225,4
New York Giants,2006,Bye,4
Cincinnati Bengals,2006,66035,4
New England Patriots,2006,66035,4
Arizona Cardinals,2006,68981,4
Atlanta Falcons,2006,68981,4
Baltimore Ravens,2006,70743,4
Buffalo Bills,2006,71972,4
Carolina Panthers,2006,73392,4
Chicago Bears,2006,62225,4
Cleveland Browns,2006,61426,4
New Orleans Saints,2006,73392,4
Denver Broncos,2006,Bye,4
Green Bay Packers,2006,69222,4
Houston Texans,2006,70071,4
Indianapolis Colts,2006,77190,4
Jacksonville Jaguars,2006,89450,4
Kansas City Chiefs,2006,77609,4
Miami Dolphins,2006,70071,4
Minnesota Vikings,2006,71972,4
Detroit Lions,2006,65563,4
Oakland Raiders,2006,68368,5
Philadelphia Eagles,2006,69268,5
Pittsburgh Steelers,2006,67837,5
San Diego Chargers,2006,67837,5
San Francisco 49ers,2006,68368,5
Dallas Cowboys,2006,69268,5
St. Louis Rams,2006,70804,5
Tampa Bay Buccaneers,2006,68183,5
Tennessee Titans,2006,57021,5
Washington Redskins,2006,78653,5
New York Jets,2006,66604,5
Seattle Seahawks,2006,Bye,5
New York Giants,2006,78653,5
Cincinnati Bengals,2006,Bye,5
New England Patriots,2006,68756,5
Arizona Cardinals,2006,63445,5
Atlanta Falcons,2006,Bye,5
Baltimore Ravens,2006,76355,5
Buffalo Bills,2006,62206,5
Carolina Panthers,2006,73520,5
Chicago Bears,2006,62206,5
Cleveland Browns,2006,73520,5
New Orleans Saints,2006,68183,5
Denver Broncos,2006,76355,5
Green Bay Packers,2006,70804,5
Houston Texans,2006,Bye,5
Indianapolis Colts,2006,57021,5
Jacksonville Jaguars,2006,66604,5
Kansas City Chiefs,2006,63445,5
Miami Dolphins,2006,68756,5
Minnesota Vikings,2006,63906,5
Detroit Lions,2006,63906,5
Oakland Raiders,2006,76691,6
Philadelphia Eagles,2006,68269,6
Pittsburgh Steelers,2006,64727,6
San Diego Chargers,2006,68137,6
San Francisco 49ers,2006,68137,6
Dallas Cowboys,2006,63186,6
St. Louis Rams,2006,65592,6
Tampa Bay Buccaneers,2006,65732,6
Tennessee Titans,2006,88550,6
Washington Redskins,2006,88550,6
New York Jets,2006,77439,6
Seattle Seahawks,2006,65592,6
New York Giants,2006,70840,6
Cincinnati Bengals,2006,65732,6
New England Patriots,2006,Bye,6
Arizona Cardinals,2006,63977,6
Atlanta Falcons,2006,70840,6
Baltimore Ravens,2006,70762,6
Buffalo Bills,2006,60704,6
Carolina Panthers,2006,70762,6
Chicago Bears,2006,63977,6
Cleveland Browns,2006,Bye,6
New Orleans Saints,2006,68269,6
Denver Broncos,2006,76691,6
Green Bay Packers,2006,Bye,6
Houston Texans,2006,63186,6
Indianapolis Colts,2006,Bye,6
Jacksonville Jaguars,2006,Bye,6
Kansas City Chiefs,2006,64727,6
Miami Dolphins,2006,77439,6
Minnesota Vikings,2006,Bye,6
Detroit Lions,2006,60704,6
Oakland Raiders,2006,61595,7
Philadelphia Eagles,2006,65808,7
Pittsburgh Steelers,2006,71151,7
San Diego Chargers,2006,77752,7
San Francisco 49ers,2006,Bye,7
Dallas Cowboys,2006,63512,7
St. Louis Rams,2006,Bye,7
Tampa Bay Buccaneers,2006,65808,7
Tennessee Titans,2006,Bye,7
Washington Redskins,2006,57274,7
New York Jets,2006,76953,7
Seattle Seahawks,2006,68118,7
New York Giants,2006,63512,7
Cincinnati Bengals,2006,65964,7
New England Patriots,2006,72180,7
Arizona Cardinals,2006,61595,7
Atlanta Falcons,2006,71151,7
Baltimore Ravens,2006,Bye,7
Buffalo Bills,2006,72180,7
Carolina Panthers,2006,65964,7
Chicago Bears,2006,Bye,7
Cleveland Browns,2006,73024,7
New Orleans Saints,2006,Bye,7
Denver Broncos,2006,73024,7
Green Bay Packers,2006,73548,7
Houston Texans,2006,70035,7
Indianapolis Colts,2006,57274,7
Jacksonville Jaguars,2006,70035,7
Kansas City Chiefs,2006,77752,7
Miami Dolphins,2006,73548,7
Minnesota Vikings,2006,68118,7
Detroit Lions,2006,76953,7
Oakland Raiders,2006,62385,8
Philadelphia Eagles,2006,69249,8
Pittsburgh Steelers,2006,62385,8
San Diego Chargers,2006,66598,8
San Francisco 49ers,2006,62200,8
Dallas Cowboys,2006,73682,8
St. Louis Rams,2006,66598,8
Tampa Bay Buccaneers,2006,78647,8
Tennessee Titans,2006,69143,8
Washington Redskins,2006,Bye,8
New York Jets,2006,72507,8
Seattle Seahawks,2006,77645,8
New York Giants,2006,78647,8
Cincinnati Bengals,2006,65978,8
New England Patriots,2006,63819,8
Arizona Cardinals,2006,70809,8
Atlanta Falcons,2006,65978,8
Baltimore Ravens,2006,69152,8
Buffalo Bills,2006,Bye,8
Carolina Panthers,2006,73682,8
Chicago Bears,2006,62200,8
Cleveland Browns,2006,72507,8
New Orleans Saints,2006,69152,8
Denver Broncos,2006,76767,8
Green Bay Packers,2006,70809,8
Houston Texans,2006,69143,8
Indianapolis Colts,2006,76767,8
Jacksonville Jaguars,2006,69249,8
Kansas City Chiefs,2006,77645,8
Miami Dolphins,2006,Bye,8
Minnesota Vikings,2006,63819,8
Detroit Lions,2006,Bye,8
Oakland Raiders,2006,67816,9
Philadelphia Eagles,2006,Bye,9
Pittsburgh Steelers,2006,64661,9
San Diego Chargers,2006,65558,9
San Francisco 49ers,2006,68088,9
Dallas Cowboys,2006,90250,9
St. Louis Rams,2006,66191,9
Tampa Bay Buccaneers,2006,65561,9
Tennessee Titans,2006,66524,9
Washington Redskins,2006,90250,9
New York Jets,2006,Bye,9
Seattle Seahawks,2006,67816,9
New York Giants,2006,78485,9
Cincinnati Bengals,2006,70792,9
New England Patriots,2006,68756,9
Arizona Cardinals,2006,Bye,9
Atlanta Falcons,2006,60987,9
Baltimore Ravens,2006,70792,9
Buffalo Bills,2006,72205,9
Carolina Panthers,2006,Bye,9
Chicago Bears,2006,62206,9
Cleveland Browns,2006,65558,9
New Orleans Saints,2006,65561,9
Denver Broncos,2006,64661,9
Green Bay Packers,2006,72205,9
Houston Texans,2006,78485,9
Indianapolis Colts,2006,68756,9
Jacksonville Jaguars,2006,66524,9
Kansas City Chiefs,2006,66191,9
Miami Dolphins,2006,62206,9
Minnesota Vikings,2006,68088,9
Detroit Lions,2006,60987,9
Tampa Bay Buccaneers,2007,68044,1
St. Louis Rams,2007,65307,1
Washington Redskins,2007,90163,1
Tennessee Titans,2007,65437,1
Seattle Seahawks,2007,68044,1
Arizona Cardinals,2007,68111,1
San Diego Chargers,2007,67837,1
New York Giants,2007,63031,1
New Orleans Saints,2007,57361,1
New England Patriots,2007,77900,1
Minnesota Vikings,2007,62815,1
Miami Dolphins,2007,90163,1
Kansas City Chiefs,2007,70080,1
Jacksonville Jaguars,2007,65437,1
Indianapolis Colts,2007,57361,1
San Francisco 49ers,2007,68111,1
Houston Texans,2007,70080,1
Detroit Lions,2007,61547,1
Denver Broncos,2007,71132,1
Dallas Cowboys,2007,63031,1
Cleveland Browns,2007,73089,1
Cincinnati Bengals,2007,66093,1
Chicago Bears,2007,67837,1
Carolina Panthers,2007,65307,1
Buffalo Bills,2007,71132,1
Green Bay Packers,2007,70598,1
Baltimore Ravens,2007,66093,1
Atlanta Falcons,2007,62815,1
Pittsburgh Steelers,2007,73089,1
Philadelphia Eagles,2007,70598,1
Oakland Raiders,2007,61547,1
New York Jets,2007,77900,1
Tampa Bay Buccaneers,2007,Bye,10
St. Louis Rams,2007,70003,10
Washington Redskins,2007,90218,10
Tennessee Titans,2007,69143,10
Seattle Seahawks,2007,68331,10
Arizona Cardinals,2007,64753,10
San Diego Chargers,2007,67726,10
New York Giants,2007,78964,10
New Orleans Saints,2007,70003,10
New England Patriots,2007,Bye,10
Minnesota Vikings,2007,70945,10
Miami Dolphins,2007,70615,10
Kansas City Chiefs,2007,77368,10
Jacksonville Jaguars,2007,69143,10
Indianapolis Colts,2007,67726,10
San Francisco 49ers,2007,68331,10
Houston Texans,2007,Bye,10
Detroit Lions,2007,64753,10
Denver Broncos,2007,77368,10
Dallas Cowboys,2007,78964,10
Cleveland Browns,2007,64781,10
Cincinnati Bengals,2007,71130,10
Chicago Bears,2007,62715,10
Carolina Panthers,2007,73340,10
Buffalo Bills,2007,70615,10
Green Bay Packers,2007,70945,10
Baltimore Ravens,2007,71130,10
Atlanta Falcons,2007,73340,10
Pittsburgh Steelers,2007,64781,10
Philadelphia Eagles,2007,90218,10
Oakland Raiders,2007,62715,10
New York Jets,2007,Bye,10
Tampa Bay Buccaneers,2007,69480,11
St. Louis Rams,2007,68039,11
Washington Redskins,2007,63706,11
Tennessee Titans,2007,76590,11
Seattle Seahawks,2007,68249,11
Arizona Cardinals,2007,65403,11
San Diego Chargers,2007,66732,11
New York Giants,2007,60675,11
New Orleans Saints,2007,70780,11
New England Patriots,2007,71338,11
Minnesota Vikings,2007,62960,11
Miami Dolphins,2007,68934,11
Kansas City Chiefs,2007,57294,11
Jacksonville Jaguars,2007,66732,11
Indianapolis Colts,2007,57294,11
San Francisco 49ers,2007,68039,11
Houston Texans,2007,70780,11
Detroit Lions,2007,60675,11
Denver Broncos,2007,76590,11
Dallas Cowboys,2007,63706,11
Cleveland Browns,2007,71055,11
Cincinnati Bengals,2007,65403,11
Chicago Bears,2007,68249,11
Carolina Panthers,2007,70805,11
Buffalo Bills,2007,71338,11
Green Bay Packers,2007,70805,11
Baltimore Ravens,2007,71055,11
Atlanta Falcons,2007,69480,11
Pittsburgh Steelers,2007,77659,11
Philadelphia Eagles,2007,68934,11
Oakland Raiders,2007,62960,11
New York Jets,2007,77659,11
Tampa Bay Buccaneers,2007,65596,12
St. Louis Rams,2007,65423,12
Washington Redskins,2007,65596,12
Tennessee Titans,2007,65489,12
Seattle Seahawks,2007,65423,12
Arizona Cardinals,2007,64483,12
San Diego Chargers,2007,63337,12
New York Giants,2007,78591,12
New Orleans Saints,2007,72032,12
New England Patriots,2007,68756,12
Minnesota Vikings,2007,78591,12
Miami Dolphins,2007,57704,12
Kansas City Chiefs,2007,76210,12
Jacksonville Jaguars,2007,64546,12
Indianapolis Colts,2007,69845,12
San Francisco 49ers,2007,64483,12
Houston Texans,2007,72730,12
Detroit Lions,2007,63257,12
Denver Broncos,2007,62148,12
Dallas Cowboys,2007,63315,12
Cleveland Browns,2007,72730,12
Cincinnati Bengals,2007,65489,12
Chicago Bears,2007,62148,12
Carolina Panthers,2007,72032,12
Buffalo Bills,2007,64546,12
Green Bay Packers,2007,63257,12
Baltimore Ravens,2007,63337,12
Atlanta Falcons,2007,69845,12
Pittsburgh Steelers,2007,57704,12
Philadelphia Eagles,2007,68756,12
Oakland Raiders,2007,76210,12
New York Jets,2007,63315,12
Tampa Bay Buccaneers,2007,70009,13
St. Louis Rams,2007,62051,13
Washington Redskins,2007,85831,13
Tennessee Titans,2007,69143,13
Seattle Seahawks,2007,68445,13
Arizona Cardinals,2007,64791,13
San Diego Chargers,2007,74874,13
New York Giants,2007,62244,13
New Orleans Saints,2007,70009,13
New England Patriots,2007,71382,13
Minnesota Vikings,2007,62996,13
Miami Dolphins,2007,71109,13
Kansas City Chiefs,2007,74874,13
Jacksonville Jaguars,2007,57302,13
Indianapolis Colts,2007,57302,13
San Francisco 49ers,2007,73191,13
Houston Texans,2007,69143,13
Detroit Lions,2007,62996,13
Denver Broncos,2007,61990,13
Dallas Cowboys,2007,64167,13
Cleveland Browns,2007,64791,13
Cincinnati Bengals,2007,58842,13
Chicago Bears,2007,62244,13
Carolina Panthers,2007,73191,13
Buffalo Bills,2007,85831,13
Green Bay Packers,2007,64167,13
Baltimore Ravens,2007,71382,13
Atlanta Falcons,2007,62051,13
Pittsburgh Steelers,2007,58842,13
Philadelphia Eagles,2007,68445,13
Oakland Raiders,2007,61990,13
New York Jets,2007,71109,13
Tampa Bay Buccaneers,2007,70237,14
St. Louis Rams,2007,65143,14
Washington Redskins,2007,82213,14
Tennessee Titans,2007,69143,14
Seattle Seahawks,2007,68193,14
Arizona Cardinals,2007,68193,14
San Diego Chargers,2007,69143,14
New York Giants,2007,68594,14
New Orleans Saints,2007,69553,14
New England Patriots,2007,68756,14
Minnesota Vikings,2007,68050,14
Miami Dolphins,2007,71018,14
Kansas City Chiefs,2007,75895,14
Jacksonville Jaguars,2007,66090,14
Indianapolis Colts,2007,70513,14
San Francisco 49ers,2007,68050,14
Houston Texans,2007,70237,14
Detroit Lions,2007,62759,14
Denver Broncos,2007,75895,14
Dallas Cowboys,2007,62759,14
Cleveland Browns,2007,76822,14
Cincinnati Bengals,2007,65143,14
Chicago Bears,2007,82213,14
Carolina Panthers,2007,66090,14
Buffalo Bills,2007,71018,14
Green Bay Packers,2007,70828,14
